ANEXO 1. ORDENAMENTO DAS TAXAS DE ÓBITO POR AF (Homicídios e óbitos por AF; taxas médias 2010/2012 em municípios com mais de 20.000 habitantes). População Total. Brasil. 2010/2012.,,,,,,,,,,,
Município,UF,Popula-,n. homicídios AF,,,n. óbitos AF,,,Tx. Média*,,Posi-ção
Miracatu,SP,"20,322",2,2,3,2,3,3,11.5,13.1,713º
Peruíbe,SP,"61,030",6,2,12,6,3,15,10.9,13.1,714º
São Vicente,SP,"336,809",49,41,40,49,42,41,12.9,13.1,716º
Tremembé,SP,"41,915",5,5,6,5,5,6,12.7,12.7,735º
Itanhaém,SP,"89,332",13,8,12,13,9,12,12.3,12.7,739º
Pindamonhangaba,SP,"150,162",14,19,15,20,21,16,10.7,12.7,744º
Andradina,SP,"55,361",10,6,4,10,6,5,12.0,12.6,745º
Franco da Rocha,SP,"135,150",23,11,12,23,13,15,11.3,12.6,748º
Piracicaba,SP,"369,919",42,41,47,48,43,48,11.7,12.5,754º
Cotia,SP,"209,027",28,22,23,29,25,23,11.6,12.3,761º
Sumaré,SP,"246,247",28,34,27,29,34,27,12.0,12.2,768º
Cruzeiro,SP,"77,575",4,15,7,6,15,7,11.2,12.0,775º
Ferraz de Vasconcelos,SP,"172,222",18,11,25,22,13,27,10.5,12.0,778º
Ibiúna,SP,"72,249",7,6,6,12,7,7,8.8,12.0,779º
Sorocaba,SP,"600,692",69,68,70,71,72,73,11.5,12.0,781º
Campinas,SP,"1,098,630",139,116,107,152,126,114,11.0,11.9,784º
Santa Gertrudes,SP,"22,499",3,0,0,3,3,2,4.4,11.9,789º
Itapecerica da Serra,SP,"156,077",20,13,20,21,14,20,11.3,11.7,798º
Arujá,SP,"77,279",5,10,12,5,10,12,11.6,11.6,805º
Atibaia,SP,"128,914",15,15,7,15,19,11,9.6,11.6,807º
Cajamar,SP,"66,131",2,14,6,3,14,6,11.1,11.6,809º
Embu-Guaçu,SP,"63,653",4,3,7,6,6,10,7.3,11.5,815º
Francisco Morato,SP,"157,603",24,15,12,24,16,14,10.8,11.4,822º
Carapicuíba,SP,"373,358",19,45,45,33,47,47,9.7,11.3,824º
Campos do Jordão,SP,"48,324",6,1,4,7,3,6,7.6,11.0,841º
Salto,SP,"107,382",7,7,20,7,7,21,10.6,10.9,846º
Itu,SP,"156,983",6,24,19,7,25,19,10.4,10.8,850º
São Paulo,SP,"11,376,685","1,065",912,"1,289","1,170","1,046","1,425",9.6,10.7,858º
Santana de Parnaíba,SP,"113,945",11,10,12,12,11,12,9.7,10.2,879º
Santo André,SP,"680,496",68,43,43,90,60,59,7.5,10.2,880º
Poá,SP,"107,556",9,9,13,11,9,13,9.6,10.2,881º
Mauá,SP,"425,169",33,38,50,36,40,51,9.5,10.0,894º
Mairinque,SP,"43,714",3,4,6,3,4,6,9.9,9.9,899º
São Bernardo do Campo,SP,"774,886",44,48,44,68,81,79,5.9,9.8,904º
Leme,SP,"93,417",5,7,12,7,8,12,8.6,9.6,911º
São Sebastião,SP,"76,344",10,5,6,10,5,7,9.2,9.6,914º
Suzano,SP,"267,583",26,23,24,28,25,24,9.1,9.6,915º
Jardinópolis,SP,"38,708",1,1,1,3,5,3,2.6,9.5,924º
Jaguariúna,SP,"46,533",4,2,7,4,2,7,9.3,9.3,935º
Caçapava,SP,"86,054",5,10,9,5,10,9,9.3,9.3,937º
Santos,SP,"419,614",43,26,33,50,31,36,8.1,9.3,938º
São José dos Campos,SP,"643,603",48,52,52,53,58,64,7.9,9.1,949º
Vargem Grande Paulista,SP,"44,555",4,4,3,5,4,3,8.2,9.0,958º
Cachoeira Paulista,SP,"30,527",2,2,2,4,2,2,6.6,8.7,971º
Araçatuba,SP,"183,441",20,10,15,21,11,16,8.2,8.7,972º
Birigui,SP,"110,907",5,10,10,8,11,10,7.5,8.7,973º
Tanabi,SP,"24,277",1,3,1,2,3,1,6.9,8.2,1008º
Mairiporã,SP,"84,104",4,5,6,5,9,6,5.9,7.9,1028º
Hortolândia,SP,"198,758",22,22,3,22,22,3,7.9,7.9,1030º
Iperó,SP,"29,798",3,0,2,3,2,2,5.6,7.8,1033º
Ribeirão Preto,SP,"619,746",38,27,63,45,28,68,6.9,7.6,1047º
São José do Rio Preto,SP,"415,769",38,29,20,40,31,23,7.0,7.5,1051º
Caieiras,SP,"88,841",7,5,6,8,6,6,6.8,7.5,1052º
Ribeirão Pires,SP,"114,361",8,4,11,9,5,11,6.7,7.3,1063º
Limeira,SP,"280,096",16,22,18,17,23,21,6.7,7.3,1066º
Socorro,SP,"37,288",1,3,3,1,4,3,6.3,7.2,1078º
Igaraçu do Tietê,SP,"23,475",3,1,1,3,1,1,7.1,7.1,1082º
Jales,SP,"47,137",2,2,2,3,4,3,4.2,7.1,1085º
São Carlos,SP,"226,322",3,12,28,8,12,28,6.3,7.1,1086º
Porto Ferreira,SP,"51,999",1,3,3,2,4,5,4.5,7.1,1088º
Guaíra,SP,"37,826",4,1,3,4,1,3,7.0,7.0,1089º
São Roque,SP,"80,661",10,3,4,10,3,4,7.0,7.0,1094º
Cabreúva,SP,"42,889",2,2,4,2,3,4,6.2,7.0,1095º
Araraquara,SP,"212,617",6,8,21,8,13,23,5.5,6.9,1104º
Juquitiba,SP,"29,081",4,0,2,4,0,2,6.9,6.9,1107º
Bauru,SP,"348,146",21,21,21,25,24,22,6.0,6.8,1112º
Barueri,SP,"245,652",16,12,18,19,12,19,6.2,6.8,1115º
Jarinu,SP,"24,875",2,1,2,2,1,2,6.7,6.7,1117º
Pereira Barreto,SP,"24,953",1,2,2,1,2,2,6.7,6.7,1120º
Mogi das Cruzes,SP,"396,468",22,15,28,27,18,34,5.5,6.6,1123º
Dois Córregos,SP,"25,100",4,0,1,4,0,1,6.6,6.6,1124º
Boituva,SP,"50,420",2,1,5,2,1,7,5.3,6.6,1127º
Salto de Pirapora,SP,"40,897",3,4,1,3,4,1,6.5,6.5,1138º
Capão Bonito,SP,"46,095",2,2,5,2,2,5,6.5,6.5,1139º
Amparo,SP,"66,649",3,4,3,4,4,5,5.0,6.5,1140º
Santa Isabel,SP,"51,467",1,8,1,1,8,1,6.5,6.5,1144º
Barretos,SP,"113,338",5,7,3,9,8,5,4.4,6.5,1147º
Várzea Paulista,SP,"109,247",5,3,11,5,5,11,5.8,6.4,1152º
Ibaté,SP,"31,380",2,2,2,2,2,2,6.4,6.4,1157º
Penápolis,SP,"59,096",5,3,3,5,3,3,6.2,6.2,1168º
Tietê,SP,"37,609",3,1,1,3,1,3,4.4,6.2,1169º
Indaiatuba,SP,"209,859",14,12,10,16,13,10,5.7,6.2,1171º
Teodoro Sampaio,SP,"21,595",0,2,1,0,2,2,4.6,6.2,1172º
Dracena,SP,"43,675",0,1,4,0,1,7,3.8,6.1,1177º
Itapeva,SP,"88,491",3,6,6,3,6,7,5.7,6.0,1186º
Cosmópolis,SP,"61,013",3,6,2,3,6,2,6.0,6.0,1190º
Ituverava,SP,"39,062",3,1,2,3,1,3,5.1,6.0,1193º
Rio Grande da Serra,SP,"45,014",2,2,2,2,4,2,4.4,5.9,1195º
Mongaguá,SP,"47,984",1,0,0,2,2,4,0.7,5.6,1219º
Presidente Prudente,SP,"210,393",9,8,13,12,10,13,4.8,5.5,1224º
Lins,SP,"72,260",8,2,1,8,2,2,5.1,5.5,1226º
Jundiaí,SP,"377,183",18,18,16,21,23,18,4.6,5.5,1230º
Paraguaçu Paulista,SP,"42,680",5,0,2,5,0,2,5.5,5.5,1232º
Santa Cruz das Palmeiras,SP,"30,593",1,2,1,1,3,1,4.4,5.4,1233º
Martinópolis,SP,"24,502",3,0,0,4,0,0,4.1,5.4,1234º
Laranjal Paulista,SP,"25,721",1,2,1,1,2,1,5.2,5.2,1253º
Tatuí,SP,"109,425",9,5,1,9,6,2,4.6,5.2,1256º
Pirassununga,SP,"70,869",2,2,2,4,4,3,2.8,5.2,1258º
Botucatu,SP,"130,201",4,8,2,7,11,2,3.6,5.1,1264º
Votorantim,SP,"110,755",3,3,11,3,3,11,5.1,5.1,1265º
Jaboticabal,SP,"72,305",6,0,3,8,0,3,4.1,5.1,1271º
Sertãozinho,SP,"112,401",6,4,5,6,5,6,4.4,5.0,1272º
Serrana,SP,"39,826",4,1,1,4,1,1,5.0,5.0,1273º
Marília,SP,"219,664",8,7,8,13,11,9,3.5,5.0,1275º
Paulínia,SP,"86,800",4,3,3,6,3,4,3.8,5.0,1277º
Serra Negra,SP,"26,770",1,0,2,2,0,2,3.7,5.0,1279º
Orlândia,SP,"40,352",4,0,2,4,0,2,5.0,5.0,1282º
São Joaquim da Barra,SP,"47,256",1,4,1,1,5,1,4.2,4.9,1284º
Santo Anastácio,SP,"20,434",1,0,1,2,0,1,3.3,4.9,1290º
Itupeva,SP,"47,682",2,0,2,4,1,2,2.8,4.9,1291º
Bom Jesus dos Perdões,SP,"20,674",1,0,2,1,0,2,4.8,4.8,1299º
Iracemápolis,SP,"20,705",0,0,1,2,0,1,1.6,4.8,1300º
Mirandópolis,SP,"27,717",1,0,2,2,0,2,3.6,4.8,1301º
Itapira,SP,"69,317",4,1,3,4,2,4,3.8,4.8,1302º
Itapetininga,SP,"147,219",6,5,5,10,6,5,3.6,4.8,1305º
Matão,SP,"77,546",3,2,6,3,2,6,4.7,4.7,1308º
Cajati,SP,"28,243",1,0,2,1,0,3,3.5,4.7,1310º
Pedreira,SP,"42,516",1,2,2,1,3,2,3.9,4.7,1311º
Bertioga,SP,"50,304",1,2,3,1,2,4,4.0,4.6,1317º
Barrinha,SP,"29,144",0,0,3,0,0,4,3.4,4.6,1321º
Brotas,SP,"21,987",0,0,1,2,0,1,1.5,4.5,1322º
Americana,SP,"214,873",6,11,11,6,11,12,4.3,4.5,1325º
Assis,SP,"96,336",1,5,5,2,6,5,3.8,4.5,1326º
Tambaú,SP,"22,429",0,2,0,1,2,0,3.0,4.5,1329º
Piedade,SP,"52,447",2,1,2,2,2,3,3.2,4.4,1330º
Nova Odessa,SP,"52,627",2,3,1,2,3,2,3.8,4.4,1331º
São Caetano do Sul,SP,"150,638",8,4,2,9,5,6,3.1,4.4,1333º
Registro,SP,"54,338",3,3,0,3,3,1,3.7,4.3,1346º
Jaú,SP,"133,900",6,8,1,6,9,2,3.7,4.2,1356º
Álvares Machado,SP,"23,642",0,1,1,0,1,2,2.8,4.2,1357º
Moji Mirim,SP,"87,266",2,1,7,2,2,7,3.8,4.2,1360º
Cerquilho,SP,"41,144",3,0,2,3,0,2,4.1,4.1,1374º
Porto Feliz,SP,"49,404",1,2,2,2,2,2,3.4,4.0,1375º
Santa Bárbara d'Oeste,SP,"181,509",8,6,5,8,9,5,3.5,4.0,1376º
Capivari,SP,"49,650",2,2,1,2,3,1,3.4,4.0,1377º
Presidente Epitácio,SP,"41,624",3,0,1,3,0,2,3.2,4.0,1379º
Campo Limpo Paulista,SP,"75,637",2,1,1,2,3,4,1.8,4.0,1382º
Ilha Solteira,SP,"25,226",1,0,1,1,1,1,2.6,4.0,1384º
Ourinhos,SP,"104,420",2,5,2,3,5,4,2.9,3.8,1390º
Itatiba,SP,"104,533",3,4,2,5,5,2,2.9,3.8,1391º
Guararema,SP,"26,439",0,0,1,0,2,1,1.3,3.8,1394º
Bragança Paulista,SP,"150,023",5,5,5,5,6,6,3.3,3.8,1395º
Santa Rita do Passa Quatro,SP,"26,530",0,0,3,0,0,3,3.8,3.8,1396º
Ibitinga,SP,"54,146",2,2,2,2,2,2,3.7,3.7,1401º
Mirassol,SP,"54,618",4,0,1,5,0,1,3.1,3.7,1402º
Artur Nogueira,SP,"45,847",2,2,1,2,2,1,3.6,3.6,1406º
Mogi Guaçu,SP,"139,211",5,2,3,7,3,5,2.4,3.6,1407º
Araras,SP,"121,055",1,1,8,2,1,10,2.8,3.6,1409º
Avaré,SP,"83,910",1,1,3,2,1,6,2.0,3.6,1410º
Presidente Venceslau,SP,"37,996",2,0,0,4,0,0,1.8,3.5,1416º
Rancharia,SP,"28,809",2,0,0,2,0,1,2.3,3.5,1419º
Iguape,SP,"29,055",1,0,1,1,0,2,2.3,3.4,1423º
Ilhabela,SP,"29,308",1,2,0,1,2,0,3.4,3.4,1428º
Santa Fé do Sul,SP,"29,651",0,1,0,1,1,1,1.1,3.4,1431º
Lucélia,SP,"20,119",0,0,2,0,0,2,3.3,3.3,1434º
Bastos,SP,"20,424",0,1,0,1,1,0,1.6,3.3,1437º
Catanduva,SP,"113,873",5,1,5,5,1,5,3.2,3.2,1444º
Descalvado,SP,"31,379",2,0,1,2,0,1,3.2,3.2,1451º
Pontal,SP,"41,840",1,0,3,1,0,3,3.2,3.2,1452º
Bariri,SP,"32,102",0,2,0,0,2,1,2.1,3.1,1458º
Bebedouro,SP,"75,069",0,2,3,1,3,3,2.2,3.1,1459º
Cravinhos,SP,"32,187",0,1,0,0,2,1,1.0,3.1,1460º
Fernandópolis,SP,"65,157",4,2,0,4,2,0,3.1,3.1,1466º
Valinhos,SP,"110,390",3,3,4,3,3,4,3.0,3.0,1469º
Santa Cruz do Rio Pardo,SP,"44,375",2,0,0,2,0,2,1.5,3.0,1471º
Taquarituba,SP,"22,338",1,0,0,1,0,1,1.5,3.0,1472º
Angatuba,SP,"22,650",0,0,1,0,0,2,1.5,2.9,1475º
Américo Brasiliense,SP,"35,413",1,1,1,1,1,1,2.8,2.8,1483º
Franca,SP,"323,307",6,7,6,9,10,8,2.0,2.8,1485º
Itararé,SP,"48,143",0,2,0,2,2,0,1.4,2.8,1486º
Itaí,SP,"24,457",0,0,1,1,0,1,1.4,2.7,1488º
Conchal,SP,"25,615",0,2,0,0,2,0,2.6,2.6,1498º
Louveira,SP,"39,122",0,1,0,0,2,1,0.9,2.6,1503º
Vinhedo,SP,"66,087",1,0,1,1,2,2,1.0,2.5,1504º
Vargem Grande do Sul,SP,"39,714",1,0,1,1,1,1,1.7,2.5,1505º
Mococa,SP,"66,399",1,1,1,1,2,2,1.5,2.5,1506º
Taquaritinga,SP,"54,279",1,0,2,2,0,2,1.8,2.5,1509º
Espírito Santo do Pinhal,SP,"42,123",0,0,1,1,1,1,0.8,2.4,1514º
Pederneiras,SP,"42,235",0,2,1,0,2,1,2.4,2.4,1515º
Casa Branca,SP,"28,535",0,2,0,0,2,0,2.3,2.3,1519º
Garça,SP,"43,108",2,0,0,2,1,0,1.5,2.3,1520º
Morro Agudo,SP,"29,673",0,1,1,0,1,1,2.2,2.2,1524º
Rio das Pedras,SP,"30,409",0,1,1,0,1,1,2.2,2.2,1528º
Osvaldo Cruz,SP,"31,109",1,0,0,1,0,1,1.1,2.1,1532º
Tupã,SP,"63,498",0,3,0,0,3,1,1.6,2.1,1535º
São Pedro,SP,"32,231",0,0,0,0,2,0,0.0,2.1,1537º
Aguaí,SP,"32,745",1,1,0,1,1,0,2.0,2.0,1540º
São João da Boa Vista,SP,"84,584",1,1,1,1,3,1,1.2,2.0,1542º
Votuporanga,SP,"86,059",2,3,0,2,3,0,1.9,1.9,1544º
Pitangueiras,SP,"35,934",0,1,1,0,1,1,1.9,1.9,1550º
Promissão,SP,"36,364",1,0,0,2,0,0,0.9,1.8,1551º
Novo Horizonte,SP,"37,222",0,0,2,0,0,2,1.8,1.8,1553º
Guará,SP,"20,001",0,0,0,0,1,0,0.0,1.7,1559º
Miguelópolis,SP,"20,668",1,0,0,1,0,0,1.6,1.6,1566º
Lençóis Paulista,SP,"62,393",1,0,1,1,0,2,1.1,1.6,1568º
Palmital,SP,"21,260",0,1,0,0,1,0,1.6,1.6,1572º
Cordeirópolis,SP,"21,607",0,1,0,0,1,0,1.5,1.5,1575º
Brodowski,SP,"21,707",1,0,0,1,0,0,1.5,1.5,1576º
Monte Aprazível,SP,"22,250",0,0,0,1,0,0,0.0,1.5,1579º
Pirajuí,SP,"23,098",0,1,0,0,1,0,1.4,1.4,1584º
Cajuru,SP,"23,763",0,0,0,0,0,1,0.0,1.4,1587º
Santa Rosa de Viterbo,SP,"24,229",0,0,0,1,0,0,0.0,1.4,1589º
Apiaí,SP,"24,894",0,0,0,0,1,0,0.0,1.3,1592º
Piracaia,SP,"25,384",0,1,0,0,1,0,1.3,1.3,1594º
Pilar do Sul,SP,"26,778",1,0,0,1,0,0,1.2,1.2,1596º
Piraju,SP,"28,563",0,0,1,0,0,1,1.2,1.2,1602º
Batatais,SP,"57,286",2,0,0,2,0,0,1.2,1.2,1603º
Biritiba-Mirim,SP,"29,168",0,0,1,0,0,1,1.1,1.1,1606º
Cândido Mota,SP,"29,976",1,0,0,1,0,0,1.1,1.1,1608º
Guararapes,SP,"30,862",0,0,1,0,0,1,1.1,1.1,1609º
São Miguel Arcanjo,SP,"31,549",0,1,0,0,1,0,1.1,1.1,1611º
José Bonifácio,SP,"33,375",1,0,0,1,0,0,1.0,1.0,1614º
Adamantina,SP,"33,843",0,0,0,0,1,0,0.0,1.0,1615º
Agudos,SP,"34,833",0,0,1,0,0,1,1.0,1.0,1616º
Barra Bonita,SP,"35,210",0,1,0,0,1,0,0.9,0.9,1617º
Monte Alto,SP,"47,100",0,0,1,0,0,1,0.7,0.7,1622º
Olímpia,SP,"50,630",0,1,0,0,1,0,0.7,0.7,1623º
São José do Rio Pardo,SP,"52,176",0,0,0,0,0,1,0.0,0.6,1624º
Igarapava,SP,"28,259",0,0,0,0,0,0,0.0,0.0,1627º
Itápolis,SP,"40,399",0,0,0,0,0,0,0.0,0.0,1627º
Pirapozinho,SP,"25,086",0,0,0,0,0,0,0.0,0.0,1627º
Pompéia,SP,"20,235",0,0,0,0,0,0,0.0,0.0,1627º
São Manuel,SP,"38,614",0,0,0,0,0,0,0.0,0.0,1627º
Adolfo,SP,"3,538",0,0,0,0,0,0,,,
Águas da Prata,SP,"7,653",1,0,0,1,1,0,,,
Águas de Lindóia,SP,"17,438",0,4,1,0,4,2,,,
Águas de Santa Bárbara,SP,"5,658",0,0,0,0,0,0,,,
Águas de São Pedro,SP,"2,832",0,0,0,0,0,0,,,
Alambari,SP,"5,071",0,0,0,0,0,0,,,
Alfredo Marcondes,SP,"3,921",0,0,0,0,0,0,,,
Altair,SP,"3,859",0,2,0,0,2,0,,,
Altinópolis,SP,"15,627",1,0,0,1,0,1,,,
Alto Alegre,SP,"4,078",0,0,0,0,0,0,,,
Alumínio,SP,"17,079",0,0,1,0,0,1,,,
Álvares Florence,SP,"3,834",0,0,0,1,0,0,,,
Álvaro de Carvalho,SP,"4,732",0,0,0,0,0,1,,,
Alvinlândia,SP,"3,025",0,0,0,0,0,0,,,
Américo de Campos,SP,"5,723",0,0,0,0,0,0,,,
Analândia,SP,"4,401",0,0,0,1,0,0,,,
Anhembi,SP,"5,822",0,1,0,0,1,0,,,
Anhumas,SP,"3,788",0,0,0,0,0,0,,,
Aparecida d'Oeste,SP,"4,377",0,0,0,0,0,0,,,
Araçariguama,SP,"17,975",4,4,9,4,4,9,,,
Aramina,SP,"5,211",0,0,0,0,0,0,,,
Arandu,SP,"6,132",1,0,0,1,0,0,,,
Arapeí,SP,"2,475",0,2,0,0,2,0,,,
Arco-Íris,SP,"1,890",0,0,0,0,0,0,,,
Arealva,SP,"7,932",0,0,0,0,0,0,,,
Areias,SP,"3,711",0,0,0,0,0,2,,,
Areiópolis,SP,"10,622",0,0,0,0,0,0,,,
Ariranha,SP,"8,709",0,0,0,0,0,0,,,
Aspásia,SP,"1,802",0,0,0,0,0,0,,,
Auriflama,SP,"14,307",0,0,0,0,0,0,,,
Avaí,SP,"5,014",0,0,0,0,0,0,,,
Avanhandava,SP,"11,685",0,0,1,0,0,1,,,
Bady Bassitt,SP,"15,065",0,1,0,0,2,0,,,
Balbinos,SP,"4,063",0,0,0,0,1,0,,,
Bálsamo,SP,"8,284",0,0,0,0,0,0,,,
Bananal,SP,"10,301",0,0,0,0,0,0,,,
Barão de Antonina,SP,"3,165",0,0,0,0,0,0,,,
Barbosa,SP,"6,708",0,0,0,0,0,0,,,
Barra do Chapéu,SP,"5,305",0,0,0,0,0,0,,,
Barra do Turvo,SP,"7,672",2,1,1,3,1,1,,,
Bento de Abreu,SP,"2,717",0,0,0,0,0,0,,,
Bernardino de Campos,SP,"10,784",0,0,1,0,0,1,,,
Bilac,SP,"7,193",0,0,1,0,0,1,,,
Boa Esperança do Sul,SP,"13,807",0,1,0,1,1,0,,,
Bocaina,SP,"11,073",1,0,0,2,0,0,,,
Bofete,SP,"9,960",0,2,0,0,2,0,,,
Bom Sucesso de Itararé,SP,"3,623",0,0,0,0,0,0,,,
Borá,SP,807,0,0,0,0,0,0,,,
Boracéia,SP,"4,348",0,0,0,0,0,0,,,
Borborema,SP,"14,731",1,0,0,1,1,0,,,
Borebi,SP,"2,348",0,0,0,0,0,0,,,
Braúna,SP,"5,118",0,0,0,0,0,0,,,
Brejo Alegre,SP,"2,614",0,0,0,0,0,0,,,
Buri,SP,"18,705",0,1,2,1,1,2,,,
Buritama,SP,"15,655",2,2,2,2,2,2,,,
Buritizal,SP,"4,111",0,0,0,0,0,0,,,
Cabrália Paulista,SP,"4,322",0,1,0,0,1,0,,,
Caconde,SP,"18,563",1,0,0,1,1,0,,,
Cafelândia,SP,"16,730",1,3,1,1,3,1,,,
Caiabu,SP,"4,072",0,0,0,0,0,0,,,
Caiuá,SP,"5,167",1,0,1,1,0,1,,,
Cajobi,SP,"9,858",0,1,0,0,1,0,,,
Campina do Monte Alegre,SP,"5,622",0,0,0,0,0,0,,,
Campos Novos Paulista,SP,"4,594",0,0,0,0,0,0,,,
Cananéia,SP,"12,216",1,0,0,1,0,0,,,
Canas,SP,"4,502",0,1,0,0,1,0,,,
Cândido Rodrigues,SP,"2,677",0,0,0,0,0,0,,,
Canitar,SP,"4,504",0,0,0,0,0,0,,,
Capela do Alto,SP,"18,029",2,2,0,2,2,0,,,
Cardoso,SP,"11,836",0,0,0,0,0,0,,,
Cássia dos Coqueiros,SP,"2,599",0,0,0,0,0,0,,,
Castilho,SP,"18,465",2,4,1,2,4,2,,,
Catiguá,SP,"7,214",1,0,0,1,0,0,,,
Cedral,SP,"8,165",0,1,0,0,1,0,,,
Cerqueira César,SP,"17,893",0,0,0,0,0,0,,,
Cesário Lange,SP,"15,942",0,0,0,0,0,1,,,
Charqueada,SP,"15,395",0,0,4,0,0,4,,,
Chavantes,SP,"12,102",0,0,0,0,0,0,,,
Clementina,SP,"7,316",0,0,0,0,0,0,,,
Colina,SP,"17,478",0,0,0,0,0,0,,,
Colômbia,SP,"6,001",0,1,1,0,1,1,,,
Conchas,SP,"16,497",0,1,0,0,1,0,,,
Coroados,SP,"5,362",0,0,1,0,0,1,,,
Coronel Macedo,SP,"4,913",0,0,0,0,0,0,,,
Corumbataí,SP,"3,887",0,0,0,0,0,0,,,
Cosmorama,SP,"7,191",0,0,0,0,0,0,,,
Cristais Paulista,SP,"7,741",0,0,0,1,0,0,,,
Cruzália,SP,"2,224",0,0,0,0,0,0,,,
Dirce Reis,SP,"1,699",0,0,0,0,0,0,,,
Divinolândia,SP,"11,086",0,0,0,0,1,0,,,
Dobrada,SP,"8,080",0,1,0,0,1,0,,,
Dolcinópolis,SP,"2,088",0,0,0,0,0,0,,,
Dourado,SP,"8,610",0,0,0,0,0,0,,,
Duartina,SP,"12,218",0,0,0,0,0,0,,,
Dumont,SP,"8,421",0,0,0,0,1,0,,,
Echaporã,SP,"6,242",0,0,0,0,0,0,,,
Eldorado,SP,"14,718",1,1,0,1,1,0,,,
Elias Fausto,SP,"16,060",0,1,2,0,1,2,,,
Elisiário,SP,"3,202",0,0,1,0,0,1,,,
Embaúba,SP,"2,415",0,0,0,0,0,0,,,
Emilianópolis,SP,"3,040",0,0,0,0,0,0,,,
Engenheiro Coelho,SP,"16,580",0,0,0,0,0,0,,,
Espírito Santo do Turvo,SP,"4,330",0,0,0,0,0,0,,,
Estiva Gerbi,SP,"10,224",0,0,1,0,0,1,,,
Estrela do Norte,SP,"2,663",0,0,0,0,0,0,,,
Estrela d'Oeste,SP,"8,201",0,0,0,0,0,0,,,
Euclides da Cunha Paulista,SP,"9,491",0,1,0,0,1,0,,,
Fartura,SP,"15,367",0,1,0,0,1,0,,,
Fernando Prestes,SP,"5,550",0,0,0,0,0,0,,,
Fernão,SP,"1,583",0,0,0,0,0,0,,,
Flora Rica,SP,"1,688",0,0,0,0,0,0,,,
Floreal,SP,"2,970",0,0,0,0,0,0,,,
Flórida Paulista,SP,"13,112",0,0,0,0,0,0,,,
Florínia,SP,"2,785",0,0,0,0,0,0,,,
Gabriel Monteiro,SP,"2,706",0,0,0,0,0,0,,,
Gália,SP,"6,884",0,0,0,0,0,0,,,
Gastão Vidigal,SP,"4,285",0,0,0,0,0,0,,,
Gavião Peixoto,SP,"4,464",0,0,0,0,0,0,,,
General Salgado,SP,"10,646",0,0,1,0,0,1,,,
Getulina,SP,"10,825",0,1,0,0,1,0,,,
Glicério,SP,"4,586",0,0,1,0,0,1,,,
Guaiçara,SP,"10,891",0,0,1,0,0,1,,,
Guaimbê,SP,"5,458",0,0,0,0,0,0,,,
Guapiaçu,SP,"18,441",0,0,0,0,0,0,,,
Guapiara,SP,"17,738",2,0,0,2,0,1,,,
Guaraçaí,SP,"8,366",1,1,0,1,1,0,,,
Guaraci,SP,"10,147",0,1,0,0,1,0,,,
Guarani d'Oeste,SP,"1,965",0,0,0,0,0,0,,,
Guarantã,SP,"6,417",0,0,0,0,0,0,,,
Guareí,SP,"15,225",0,0,0,0,0,0,,,
Guatapará,SP,"7,056",0,0,0,0,0,0,,,
Guzolândia,SP,"4,824",0,0,0,0,0,0,,,
Herculândia,SP,"8,803",0,1,0,0,1,0,,,
Holambra,SP,"11,917",0,1,0,0,1,1,,,
Iacanga,SP,"10,275",0,0,0,1,0,0,,,
Iacri,SP,"6,365",1,1,0,1,1,0,,,
Iaras,SP,"6,878",0,0,0,0,0,0,,,
Ibirá,SP,"11,115",0,0,0,0,0,1,,,
Ibirarema,SP,"6,880",0,0,0,0,0,0,,,
Icém,SP,"7,567",0,2,0,0,2,0,,,
Iepê,SP,"7,685",0,0,0,0,0,0,,,
Igaratá,SP,"8,913",0,2,0,0,2,0,,,
Ilha Comprida,SP,"9,376",2,0,2,2,0,3,,,
Indiana,SP,"4,809",0,0,0,0,0,0,,,
Indiaporã,SP,"3,880",0,0,0,0,0,0,,,
Inúbia Paulista,SP,"3,678",0,0,0,0,0,0,,,
Ipaussu,SP,"13,831",0,0,2,0,0,2,,,
Ipeúna,SP,"6,270",2,0,0,2,0,0,,,
Ipiguá,SP,"4,613",0,0,0,0,0,0,,,
Iporanga,SP,"4,260",0,1,0,0,1,0,,,
Ipuã,SP,"14,492",0,0,0,0,0,0,,,
Irapuã,SP,"7,369",0,0,0,0,0,0,,,
Irapuru,SP,"7,840",0,0,0,0,0,0,,,
Itaberá,SP,"17,699",1,0,2,2,0,2,,,
Itajobi,SP,"14,606",0,0,0,0,0,1,,,
Itaju,SP,"3,338",0,0,0,0,0,0,,,
Itaóca,SP,"3,229",0,0,0,0,0,0,,,
Itapirapuã Paulista,SP,"3,926",0,0,0,0,0,0,,,
Itaporanga,SP,"14,579",0,0,0,1,0,0,,,
Itapuí,SP,"12,446",0,0,0,0,0,0,,,
Itapura,SP,"4,436",0,0,0,0,0,0,,,
Itariri,SP,"15,752",2,1,0,3,1,1,,,
Itatinga,SP,"18,446",0,1,1,0,1,1,,,
Itirapina,SP,"15,930",0,1,2,0,1,2,,,
Itirapuã,SP,"5,990",0,0,0,0,0,0,,,
Itobi,SP,"7,559",0,0,0,0,0,0,,,
Jaborandi,SP,"6,618",0,0,0,0,0,0,,,
Jaci,SP,"5,890",0,0,0,0,0,1,,,
Jacupiranga,SP,"17,234",0,0,0,0,0,0,,,
Jambeiro,SP,"5,554",0,0,0,0,0,0,,,
